Parameter	Posterior Mean	Posterior Variance	a_post	b_post
NODE_964	6.20031e-07	3.84318e-13	1.00031	1.61333e+06
NODE_965	8.69264e-06	5.43926e-12	13.892	1.59813e+06
NODE_966	6.09531e-06	3.78503e-12	9.81573	1.61037e+06
NODE_967	3.17617e-05	2.03505e-11	49.5716	1.56073e+06
NODE_969	2.73038e-06	1.70177e-12	4.38071	1.60444e+06
NODE_970	9.22552e-06	5.86168e-12	14.5198	1.57387e+06
NODE_971	1.16383e-05	7.27063e-12	18.6299	1.60073e+06
NODE_972	1.22215e-06	7.57401e-13	1.97206	1.61361e+06
NODE_973	1.8236e-06	1.12967e-12	2.9438	1.61428e+06
NODE_974	2.23458e-05	1.42907e-11	34.9414	1.56367e+06
NODE_975	1.57552e-06	9.77484e-13	2.53944	1.61181e+06
NODE_976	1.82406e-06	1.12995e-12	2.94453	1.61428e+06
NODE_977	1.20663e-06	7.47622e-13	1.94744	1.61395e+06
NODE_980	1.82342e-06	1.12956e-12	2.94351	1.61428e+06
NODE_981	3.03089e-06	1.87948e-12	4.88768	1.61262e+06
NODE_985	1.99369e-06	1.24123e-12	3.20231	1.60622e+06
NODE_986	1.82368e-06	1.12972e-12	2.94393	1.61428e+06
NODE_988	4.13313e-06	2.56575e-12	6.65798	1.61088e+06
NODE_989	1.22154e-06	7.56707e-13	1.97191	1.61428e+06
NODE_991	1.22095e-06	7.56343e-13	1.97096	1.61428e+06
NODE_992	2.42542e-06	1.50248e-12	3.91529	1.61428e+06
NODE_993	1.22153e-06	7.56702e-13	1.97189	1.61428e+06
NODE_994	3.02835e-06	1.87598e-12	4.88858	1.61427e+06
NODE_995	6.33085e-07	3.93053e-13	1.0197	1.61069e+06
NODE_996	4.23188e-06	2.62155e-12	6.83139	1.61427e+06
NODE_997	1.29446e-05	8.24554e-12	20.3215	1.56989e+06
NODE_998	7.01558e-06	4.42403e-12	11.1252	1.58579e+06
NODE_999	6.19918e-07	3.84271e-13	1.00007	1.61323e+06
NODE_1000	1.43669e-05	9.06879e-12	22.7601	1.58421e+06
NODE_1001	2.70804e-05	1.70665e-11	42.9699	1.58675e+06
NODE_1002	2.60002e-06	1.63363e-12	4.13809	1.59156e+06
NODE_1004	1.16695e-05	7.41054e-12	18.3763	1.57472e+06
NODE_1005	7.28174e-07	4.51466e-13	1.17448	1.61291e+06
NODE_1006	5.44391e-06	3.37515e-12	8.78068	1.61294e+06
NODE_1007	1.1961e-05	7.62264e-12	18.7685	1.56914e+06
NODE_1009	1.93577e-05	1.23569e-11	30.3248	1.56655e+06
NODE_1010	2.03596e-06	1.2633e-12	3.2812	1.61162e+06
NODE_1011	1.85033e-06	1.14631e-12	2.98671	1.61415e+06
NODE_1012	2.78352e-05	1.77316e-11	43.696	1.56981e+06
NODE_1015	1.83077e-06	1.13418e-12	2.9552	1.61418e+06
NODE_1017	1.17141e-05	7.37722e-12	18.6006	1.58788e+06
NODE_1019	3.86557e-06	2.40624e-12	6.20997	1.60648e+06
NODE_1022	1.23511e-06	7.703e-13	1.98039	1.60341e+06
NODE_1023	2.42579e-06	1.50271e-12	3.9159	1.61428e+06
NODE_1024	1.33301e-05	8.48644e-12	20.9383	1.57075e+06
NODE_1025	1.79276e-06	1.12649e-12	2.8531	1.59146e+06
NODE_1026	2.45026e-05	1.55955e-11	38.4967	1.57113e+06
NODE_1027	5.63992e-06	3.54863e-12	8.96367	1.58933e+06
NODE_1028	1.91254e-05	1.21835e-11	30.0225	1.56977e+06
NODE_1029	3.01154e-06	1.86718e-12	4.85723	1.61288e+06
NODE_1030	5.78168e-06	3.61669e-12	9.24265	1.59861e+06
NODE_1032	5.44781e-06	3.41149e-12	8.69959	1.5969e+06
NODE_1033	6.21446e-07	3.85803e-13	1.00102	1.61079e+06
NODE_1034	7.31316e-06	4.55821e-12	11.7332	1.60439e+06
NODE_1035	2.6326e-06	1.63939e-12	4.22754	1.60584e+06
NODE_1036	2.4257e-06	1.50266e-12	3.91575	1.61428e+06
NODE_1037	8.66136e-07	5.38435e-13	1.39328	1.60862e+06
NODE_1038	1.85314e-05	1.17738e-11	29.1674	1.57395e+06
NODE_1039	3.02687e-06	1.87507e-12	4.8862	1.61427e+06
NODE_1040	1.22126e-06	7.56533e-13	1.97145	1.61428e+06
NODE_1042	2.67049e-05	1.68693e-11	42.2752	1.58305e+06
NODE_1043	3.03168e-06	1.87878e-12	4.89204	1.61364e+06
NODE_1044	1.03957e-05	6.47869e-12	16.6809	1.6046e+06
NODE_1045	1.96533e-06	1.22253e-12	3.15945	1.6076e+06
NODE_1047	2.36009e-06	1.47681e-12	3.77165	1.59809e+06
NODE_1048	1.2216e-06	7.56745e-13	1.972	1.61428e+06
NODE_1049	1.82357e-06	1.12965e-12	2.94375	1.61428e+06
NODE_1050	1.2214e-06	7.5662e-13	1.97168	1.61428e+06
NODE_1051	1.55975e-05	9.87134e-12	24.6454	1.58008e+06
NODE_1053	6.20892e-07	3.85491e-13	1.00004	1.61066e+06
NODE_1055	4.9029e-06	3.0424e-12	7.90113	1.61152e+06
NODE_1056	1.14245e-05	7.14326e-12	18.2715	1.59933e+06
NODE_1057	6.21443e-07	3.85231e-13	1.00249	1.61317e+06
NODE_1058	7.24256e-06	4.48663e-12	11.6913	1.61425e+06
NODE_1059	9.53712e-06	5.9861e-12	15.1947	1.59321e+06
NODE_1060	1.22307e-06	7.57687e-13	1.9743	1.61422e+06
NODE_1061	4.43949e-06	2.75416e-12	7.15613	1.61192e+06
NODE_1064	6.30603e-07	3.91115e-13	1.01674	1.61232e+06
NODE_1065	6.19867e-07	3.84212e-13	1.00006	1.61335e+06
NODE_1068	3.7047e-06	2.30975e-12	5.94211	1.60394e+06
NODE_1069	6.19675e-07	3.83912e-13	1.00022	1.6141e+06
NODE_1071	1.22131e-06	7.56568e-13	1.97154	1.61428e+06
NODE_1072	1.22133e-06	7.5658e-13	1.97157	1.61428e+06
NODE_1075	2.42604e-06	1.50287e-12	3.9163	1.61428e+06
NODE_1076	4.94934e-06	3.06652e-12	7.98822	1.614e+06
NODE_1081	2.42604e-06	1.50287e-12	3.9163	1.61428e+06
NODE_1088	2.42604e-06	1.50287e-12	3.9163	1.61428e+06
NODE_1090	1.22133e-06	7.5658e-13	1.97157	1.61428e+06
NODE_1093	7.68239e-07	4.76433e-13	1.23877	1.61248e+06
NODE_1094	1.82384e-06	1.12982e-12	2.94419	1.61428e+06
NODE_1095	1.70886e-05	1.0819e-11	26.9915	1.57951e+06
NODE_1097	3.62922e-06	2.24821e-12	5.85854	1.61427e+06
NODE_1099	4.37162e-06	2.73375e-12	6.9908	1.59913e+06
NODE_1101	8.67198e-06	5.4079e-12	13.9062	1.60358e+06
NODE_1102	4.46288e-06	2.78774e-12	7.14461	1.6009e+06
NODE_1103	6.03896e-06	3.74101e-12	9.74844	1.61426e+06
NODE_1105	1.22157e-06	7.5673e-13	1.97196	1.61428e+06
NODE_1108	6.2309e-07	3.86939e-13	1.00337	1.6103e+06
NODE_1109	1.47358e-05	9.24665e-12	23.4834	1.59363e+06
NODE_1110	4.26534e-06	2.66183e-12	6.83483	1.60241e+06
NODE_1111	5.13765e-06	3.18716e-12	8.28181	1.61198e+06
NODE_1112	1.35328e-05	8.58436e-12	21.3337	1.57645e+06
NODE_1113	6.19617e-07	3.83917e-13	1.00002	1.61393e+06
NODE_1116	6.1977e-07	3.8405e-13	1.00017	1.61377e+06
NODE_1117	6.62581e-06	4.12505e-12	10.6426	1.60624e+06
NODE_1118	4.19347e-06	2.59839e-12	6.76772	1.61387e+06
NODE_1119	2.12339e-05	1.3408e-11	33.6274	1.58367e+06
NODE_1120	1.22153e-06	7.56702e-13	1.97189	1.61428e+06
NODE_1121	7.77295e-06	4.87404e-12	12.396	1.59476e+06
NODE_1122	3.87423e-06	2.40198e-12	6.24886	1.61293e+06
NODE_1123	1.37014e-05	8.6008e-12	21.8267	1.59303e+06
NODE_1124	6.63237e-07	4.10944e-13	1.07042	1.61393e+06
NODE_1125	6.30517e-07	3.90754e-13	1.01739	1.61359e+06
NODE_1126	5.43657e-06	3.38904e-12	8.72112	1.60416e+06
NODE_1128	5.22942e-06	3.25819e-12	8.39325	1.60501e+06
NODE_1129	3.0441e-06	1.89256e-12	4.89632	1.60846e+06
NODE_1130	2.1435e-05	1.35236e-11	33.9744	1.585e+06
NODE_1132	4.57957e-06	2.83938e-12	7.38629	1.61288e+06
NODE_1133	5.59282e-06	3.47916e-12	8.99056	1.60752e+06
NODE_1134	8.39647e-07	5.21399e-13	1.35214	1.61037e+06
NODE_1135	1.92073e-06	1.19636e-12	3.08367	1.60547e+06
NODE_1136	3.64282e-06	2.26074e-12	5.86983	1.61134e+06
NODE_1137	6.48208e-07	4.02924e-13	1.04281	1.60876e+06
NODE_1138	1.83537e-06	1.13933e-12	2.95665	1.61093e+06
NODE_1139	2.87632e-06	1.78423e-12	4.63683	1.61207e+06
NODE_1140	4.2315e-06	2.62131e-12	6.83077	1.61427e+06
NODE_1142	4.49628e-06	2.82445e-12	7.15767	1.59191e+06
NODE_1144	3.39552e-06	2.10865e-12	5.46773	1.61028e+06
NODE_1146	1.0296e-05	6.48289e-12	16.3519	1.58818e+06
NODE_1147	1.22176e-06	7.56927e-13	1.97203	1.6141e+06
NODE_1148	6.58713e-07	4.08214e-13	1.06293	1.61365e+06
NODE_1149	1.82362e-06	1.12968e-12	2.94384	1.61428e+06
NODE_1150	3.62949e-06	2.24838e-12	5.85897	1.61427e+06
NODE_1151	1.22139e-06	7.56718e-13	1.97141	1.61406e+06
NODE_1152	2.42565e-06	1.50263e-12	3.91567	1.61428e+06
NODE_1153	7.8457e-06	4.86053e-12	12.6643	1.61417e+06
NODE_1154	6.34145e-07	3.93569e-13	1.02178	1.61127e+06
NODE_1156	3.75094e-06	2.32916e-12	6.04063	1.61043e+06
NODE_1157	4.18789e-06	2.59694e-12	6.7535	1.61263e+06
NODE_1158	1.22237e-06	7.57591e-13	1.97229	1.6135e+06
NODE_1159	9.88954e-06	6.23315e-12	15.6908	1.5866e+06
NODE_1160	1.22158e-06	7.56735e-13	1.97198	1.61428e+06
NODE_1161	1.8412e-06	1.14383e-12	2.96374	1.60968e+06
NODE_1162	5.58615e-06	3.49666e-12	8.92425	1.59757e+06
NODE_1164	9.95199e-06	6.23608e-12	15.8821	1.59587e+06
NODE_1165	1.63197e-06	1.01126e-12	2.63368	1.6138e+06
NODE_1166	1.99477e-05	1.24798e-11	31.8844	1.5984e+06
NODE_1167	6.36122e-07	3.98333e-13	1.01586	1.59696e+06
NODE_1169	8.80779e-06	5.48874e-12	14.1339	1.6047e+06
NODE_1170	6.25889e-07	3.88736e-13	1.00772	1.61006e+06
NODE_1171	3.08983e-06	1.92836e-12	4.95084	1.6023e+06
NODE_1172	1.22161e-06	7.56753e-13	1.97202	1.61428e+06
NODE_1173	6.19739e-07	3.83996e-13	1.00021	1.61392e+06
NODE_1174	1.39743e-06	8.67336e-13	2.2515	1.61117e+06
NODE_1175	4.24934e-06	2.63504e-12	6.85262	1.61263e+06
NODE_1176	2.53027e-06	1.58446e-12	4.04068	1.59693e+06
NODE_1181	1.22472e-05	7.68103e-12	19.5278	1.59447e+06
NODE_1182	2.43702e-06	1.51515e-12	3.91979	1.60843e+06
NODE_1183	4.61931e-06	2.89607e-12	7.36793	1.59503e+06
NODE_1184	1.01373e-05	6.35761e-12	16.1641	1.59451e+06
NODE_1185	2.57091e-06	1.60817e-12	4.10998	1.59865e+06
NODE_1187	1.22144e-06	7.56644e-13	1.97174	1.61428e+06
NODE_1188	3.02764e-06	1.87554e-12	4.88743	1.61427e+06
NODE_1196	2.42972e-06	1.50735e-12	3.91651	1.61192e+06
NODE_1197	1.8815e-06	1.17838e-12	3.00415	1.59668e+06
NODE_1198	3.09361e-06	1.92136e-12	4.98107	1.61011e+06
NODE_1199	5.21457e-06	3.26684e-12	8.32355	1.59621e+06
NODE_1200	2.19497e-06	1.36759e-12	3.52289	1.60499e+06
NODE_1202	4.86696e-06	3.04615e-12	7.77617	1.59774e+06
NODE_1205	5.15164e-06	3.2146e-12	8.25587	1.60257e+06
NODE_1208	6.22519e-06	3.88017e-12	9.98745	1.60436e+06
NODE_1210	2.52313e-06	1.57384e-12	4.04501	1.60317e+06
NODE_1211	2.43929e-06	1.5187e-12	3.91792	1.60617e+06
NODE_1212	4.75903e-06	2.99035e-12	7.57382	1.59146e+06
NODE_1213	6.20665e-07	3.85178e-13	1.00012	1.61137e+06
NODE_1214	1.18657e-05	7.45226e-12	18.8931	1.59224e+06
NODE_1215	2.42512e-06	1.5023e-12	3.91481	1.61428e+06
NODE_1216	2.10118e-06	1.30284e-12	3.38871	1.61277e+06
NODE_1217	1.74162e-05	1.091e-11	27.8021	1.59634e+06
NODE_1218	1.66957e-06	1.03606e-12	2.69044	1.61146e+06
NODE_1219	6.2143e-07	3.85765e-13	1.00106	1.6109e+06
NODE_1220	6.1968e-07	3.8391e-13	1.00024	1.61413e+06
NODE_1221	1.5993e-06	1.00005e-12	2.55766	1.59923e+06
NODE_1223	1.82378e-06	1.12986e-12	2.94387	1.61416e+06
NODE_1224	1.85005e-06	1.15276e-12	2.96913	1.60489e+06
NODE_1225	6.20847e-07	3.84614e-13	1.00217	1.61421e+06
NODE_1227	1.61706e-05	1.013e-11	25.8133	1.59631e+06
NODE_1228	6.77469e-07	4.2027e-13	1.09207	1.61199e+06
NODE_1229	3.02997e-06	1.87818e-12	4.88812	1.61325e+06
NODE_1230	5.08947e-06	3.16819e-12	8.17586	1.60643e+06
NODE_1232	5.24569e-06	3.26404e-12	8.43042	1.60711e+06
NODE_1233	3.88653e-06	2.4225e-12	6.23533	1.60434e+06
NODE_1234	8.40922e-06	5.25108e-12	13.4668	1.60143e+06
NODE_1235	3.02713e-06	1.87523e-12	4.88661	1.61427e+06
NODE_1236	4.24664e-06	2.63997e-12	6.83113	1.60859e+06
NODE_1237	4.83382e-06	2.99444e-12	7.80307	1.61426e+06
NODE_1238	6.25788e-07	3.88416e-13	1.00822	1.61113e+06
NODE_1239	5.10654e-06	3.17483e-12	8.2136	1.60845e+06
NODE_1241	2.64602e-06	1.64258e-12	4.26244	1.61089e+06
NODE_1242	1.92252e-06	1.19768e-12	3.08604	1.6052e+06
NODE_1243	7.71255e-06	4.84136e-12	12.2865	1.59305e+06
NODE_1244	2.42503e-06	1.50224e-12	3.91467	1.61428e+06
NODE_1247	1.82339e-06	1.12954e-12	2.94346	1.61428e+06
NODE_1249	7.49542e-06	4.68848e-12	11.9829	1.59869e+06
NODE_1250	1.18802e-05	7.4421e-12	18.965	1.59635e+06
NODE_1251	2.18448e-06	1.35899e-12	3.51139	1.60743e+06
NODE_1253	4.80972e-06	3.0225e-12	7.65374	1.59131e+06
NODE_1254	1.82385e-06	1.12983e-12	2.94421	1.61428e+06
NODE_1255	5.48075e-06	3.41135e-12	8.80548	1.60662e+06
NODE_1256	4.30227e-06	2.69002e-12	6.88081	1.59935e+06
NODE_1257	2.34153e-06	1.45242e-12	3.77491	1.61216e+06
NODE_1258	2.43561e-06	1.51415e-12	3.91782	1.60856e+06
NODE_1259	4.84318e-06	3.00831e-12	7.79719	1.60993e+06
NODE_1260	4.28734e-06	2.68343e-12	6.84994	1.59771e+06
NODE_1261	1.02522e-05	6.35108e-12	16.5495	1.61424e+06
NODE_1262	6.20227e-06	3.87223e-12	9.93437	1.60173e+06
NODE_1263	4.83415e-06	2.99464e-12	7.80359	1.61426e+06
NODE_1264	1.22146e-06	7.5666e-13	1.97178	1.61428e+06
NODE_1265	3.75853e-06	2.34605e-12	6.0214	1.60206e+06
NODE_1266	1.22122e-06	7.56512e-13	1.9714	1.61428e+06
NODE_1267	2.51566e-06	1.5607e-12	4.05495	1.61188e+06
NODE_1268	1.23783e-05	7.75415e-12	19.7599	1.59634e+06
NODE_1269	1.82344e-06	1.12957e-12	2.94354	1.61428e+06
NODE_1270	4.24036e-06	2.63105e-12	6.83402	1.61166e+06
NODE_1271	2.42554e-06	1.50256e-12	3.9155	1.61428e+06
NODE_1272	4.42511e-06	2.75591e-12	7.10531	1.60568e+06
NODE_1273	1.71331e-06	1.06357e-12	2.76	1.61092e+06
NODE_1274	3.02823e-06	1.87591e-12	4.8884	1.61427e+06
NODE_1276	2.43035e-06	1.5085e-12	3.91553	1.6111e+06
NODE_1277	3.96042e-06	2.45789e-12	6.38146	1.61131e+06
NODE_1278	6.14709e-06	3.82883e-12	9.86901	1.60548e+06
NODE_1279	5.60919e-06	3.47598e-12	9.05157	1.6137e+06
NODE_1280	6.82131e-07	4.23055e-13	1.09986	1.61239e+06
NODE_1281	1.88919e-06	1.17526e-12	3.03679	1.60746e+06
NODE_1284	5.06739e-06	3.16132e-12	8.1227	1.60293e+06
NODE_1285	6.45916e-07	4.01052e-13	1.04028	1.61055e+06
NODE_1286	1.22639e-06	7.61187e-13	1.9759	1.61115e+06
NODE_1287	2.37377e-06	1.4765e-12	3.81629	1.60769e+06
NODE_1288	1.09995e-05	6.86311e-12	17.629	1.6027e+06
NODE_1290	2.01194e-06	1.24677e-12	3.24672	1.61372e+06
NODE_1291	1.46985e-05	9.20079e-12	23.4812	1.59752e+06
NODE_1293	3.26962e-06	2.0304e-12	5.26517	1.61033e+06
NODE_1294	1.21806e-06	7.55207e-13	1.96457	1.61288e+06
NODE_1295	1.22151e-06	7.56692e-13	1.97186	1.61428e+06
NODE_1296	1.82325e-06	1.12945e-12	2.94323	1.61428e+06
NODE_1297	2.47353e-06	1.539e-12	3.97553	1.60723e+06
NODE_1298	1.82373e-06	1.12975e-12	2.94401	1.61428e+06
NODE_1299	3.0278e-06	1.87564e-12	4.88769	1.61427e+06
NODE_1300	3.02822e-06	1.87608e-12	4.88792	1.61412e+06
NODE_1302	1.83393e-06	1.14176e-12	2.94571	1.60623e+06
NODE_1303	1.86069e-06	1.15976e-12	2.98523	1.60437e+06
NODE_1304	1.22169e-06	7.56804e-13	1.97216	1.61428e+06
NODE_1305	1.84185e-06	1.14424e-12	2.96477	1.60967e+06
NODE_1306	3.84641e-06	2.39536e-12	6.17649	1.60578e+06
NODE_1307	3.62991e-06	2.24864e-12	5.85966	1.61427e+06
NODE_1308	9.28774e-06	5.77316e-12	14.9419	1.60878e+06
NODE_1309	1.22141e-06	7.56626e-13	1.97169	1.61428e+06
NODE_1310	3.02748e-06	1.87545e-12	4.88718	1.61427e+06
NODE_1311	2.42505e-06	1.50225e-12	3.9147	1.61428e+06
NODE_1313	1.22388e-06	7.59898e-13	1.97117	1.61059e+06
NODE_1314	1.22298e-06	7.57632e-13	1.97416	1.61422e+06
NODE_1317	1.85306e-06	1.15126e-12	2.98267	1.60959e+06
NODE_1319	1.9031e-06	1.18083e-12	3.06715	1.61166e+06
NODE_1321	4.23793e-06	2.6283e-12	6.83335	1.61242e+06
NODE_1323	1.67769e-06	1.041e-12	2.70378	1.61161e+06
NODE_1325	1.82871e-06	1.13564e-12	2.94475	1.61029e+06
NODE_1326	4.00049e-06	2.48361e-12	6.44381	1.61076e+06
NODE_1329	4.23108e-06	2.62105e-12	6.83009	1.61427e+06
NODE_1331	3.06925e-06	1.91113e-12	4.92917	1.60598e+06
NODE_1332	6.6941e-06	4.16594e-12	10.7565	1.60687e+06
NODE_1334	6.199e-07	3.84135e-13	1.00037	1.61376e+06
NODE_1335	6.64697e-06	4.12158e-12	10.7197	1.61272e+06
NODE_1336	1.51161e-06	9.40067e-13	2.43064	1.60798e+06
NODE_1337	2.82383e-06	1.76137e-12	4.52719	1.60321e+06
NODE_1338	1.99328e-06	1.23683e-12	3.21237	1.61161e+06
NODE_1339	7.12297e-06	4.42277e-12	11.4717	1.61052e+06
NODE_1340	2.11756e-06	1.31278e-12	3.41568	1.61303e+06
NODE_1341	1.22113e-06	7.5671e-13	1.97057	1.61373e+06
NODE_1342	4.72917e-06	2.94379e-12	7.59735	1.60649e+06
NODE_1343	6.26503e-07	3.88862e-13	1.00937	1.61112e+06
NODE_1344	3.63327e-06	2.25238e-12	5.86076	1.61308e+06
NODE_1345	1.21714e-06	7.54529e-13	1.96338	1.61311e+06
NODE_1346	1.81804e-06	1.12623e-12	2.93482	1.61428e+06
NODE_1347	1.22512e-06	7.59126e-13	1.97718	1.61386e+06
NODE_1348	2.42587e-06	1.50276e-12	3.91602	1.61428e+06
NODE_1349	8.51843e-07	5.29733e-13	1.36982	1.60806e+06
NODE_1352	1.85471e-06	1.15214e-12	2.98571	1.6098e+06
NODE_1353	2.5627e-06	1.59868e-12	4.10804	1.60301e+06
NODE_1355	6.19549e-07	3.83833e-13	1.00002	1.61411e+06
NODE_1356	6.20423e-07	3.84475e-13	1.00117	1.61369e+06
NODE_1357	3.02802e-06	1.87578e-12	4.88805	1.61427e+06
NODE_1358	1.19758e-06	7.43157e-13	1.92988	1.61148e+06
NODE_1359	3.77379e-06	2.33886e-12	6.08909	1.61352e+06
NODE_1360	1.22138e-06	7.56609e-13	1.97165	1.61428e+06
NODE_1361	1.22147e-06	7.56668e-13	1.9718	1.61428e+06
NODE_1363	1.22116e-06	7.56475e-13	1.9713	1.61428e+06
NODE_1364	4.70342e-06	2.92906e-12	7.55263	1.60577e+06
NODE_1365	6.762e-07	4.19024e-13	1.09122	1.61375e+06
NODE_1371	3.63701e-06	2.25715e-12	5.86042	1.61133e+06
NODE_1377	1.22204e-06	7.5702e-13	1.97272	1.61428e+06
NODE_1380	1.82328e-06	1.12947e-12	2.94329	1.61428e+06
NODE_1382	1.22116e-06	7.56475e-13	1.9713	1.61428e+06
NODE_1384	1.22343e-06	7.59032e-13	1.97197	1.61183e+06
NODE_1385	2.42573e-06	1.50267e-12	3.91579	1.61428e+06
NODE_1388	1.22165e-06	7.56775e-13	1.97208	1.61428e+06
NODE_1392	1.22196e-06	7.57278e-13	1.97179	1.61363e+06
NODE_1394	1.82365e-06	1.1297e-12	2.94388	1.61428e+06
NODE_1395	6.36998e-07	3.95465e-13	1.02605	1.61076e+06
NODE_1396	3.04884e-06	1.89197e-12	4.9131	1.61146e+06
NODE_1397	3.64158e-06	2.25653e-12	5.87678	1.6138e+06
NODE_1401	2.43354e-06	1.50877e-12	3.92515	1.61294e+06
NODE_1402	2.55765e-06	1.58466e-12	4.12805	1.614e+06
NODE_1403	8.86261e-06	5.50293e-12	14.2735	1.61053e+06
NODE_1404	3.67224e-06	2.27728e-12	5.92168	1.61255e+06
NODE_1405	1.8259e-06	1.1324e-12	2.9441	1.61241e+06
NODE_1406	4.83242e-06	2.99357e-12	7.8008	1.61426e+06
NODE_1407	9.79819e-07	6.07625e-13	1.58	1.61254e+06
NODE_1409	1.82263e-06	1.12907e-12	2.94223	1.61428e+06
NODE_1410	6.21717e-07	3.85479e-13	1.00273	1.61284e+06
NODE_1412	1.22109e-06	7.56431e-13	1.97118	1.61428e+06
NODE_1413	4.86632e-06	3.02565e-12	7.82676	1.60835e+06
NODE_1417	6.19713e-07	3.83969e-13	1.0002	1.61397e+06
NODE_1421	1.22143e-06	7.56643e-13	1.97174	1.61428e+06
NODE_1422	1.22168e-06	7.56794e-13	1.97213	1.61428e+06
NODE_1423	2.42501e-06	1.50223e-12	3.91464	1.61428e+06
NODE_1424	1.82347e-06	1.12959e-12	2.94358	1.61428e+06
NODE_1427	6.20753e-07	3.84701e-13	1.00165	1.6136e+06
NODE_1428	1.22155e-06	7.56716e-13	1.97193	1.61428e+06
NODE_1429	1.22128e-06	7.56548e-13	1.97149	1.61428e+06
NODE_1431	1.22167e-06	7.5679e-13	1.97212	1.61428e+06
NODE_1433	1.22194e-06	7.56955e-13	1.97255	1.61428e+06
NODE_1435	4.05477e-06	2.51936e-12	6.52594	1.60945e+06
NODE_1437	1.22109e-06	7.56431e-13	1.97118	1.61428e+06
NODE_1438	1.22161e-06	7.56753e-13	1.97202	1.61428e+06
NODE_1439	4.31682e-06	2.68742e-12	6.93414	1.60631e+06
NODE_1440	1.22165e-06	7.56779e-13	1.97209	1.61428e+06
NODE_1447	1.23001e-06	7.63322e-13	1.98204	1.61139e+06
NODE_1450	3.18746e-06	1.98305e-12	5.12338	1.60735e+06
NODE_1451	6.20909e-07	3.85279e-13	1.00064	1.61158e+06
NODE_1453	6.19675e-07	3.83912e-13	1.00022	1.6141e+06
NODE_1454	3.86502e-06	2.39632e-12	6.23388	1.6129e+06
NODE_1457	4.83949e-06	3.00164e-12	7.80264	1.61228e+06
NODE_1458	1.22144e-06	7.56648e-13	1.97175	1.61428e+06
NODE_1459	2.20384e-06	1.36672e-12	3.55369	1.6125e+06
NODE_1460	1.25232e-06	7.76936e-13	2.01856	1.61187e+06
NODE_1462	2.42517e-06	1.50233e-12	3.9149	1.61428e+06
NODE_1463	1.82408e-06	1.12996e-12	2.94456	1.61428e+06
NODE_1464	9.79637e-06	6.08014e-12	15.784	1.61121e+06
NODE_1466	6.20841e-07	3.85391e-13	1.00014	1.61094e+06
NODE_1469	2.43049e-06	1.50826e-12	3.91664	1.61146e+06
NODE_1473	6.19658e-07	3.83914e-13	1.00016	1.61406e+06
NODE_1474	1.82388e-06	1.12984e-12	2.94424	1.61428e+06
NODE_1476	1.22144e-06	7.56648e-13	1.97175	1.61428e+06
NODE_1477	6.19675e-07	3.83912e-13	1.00022	1.6141e+06
NODE_1479	5.51165e-06	3.42796e-12	8.8619	1.60785e+06
NODE_1482	1.22827e-06	7.63723e-13	1.9754	1.60827e+06
NODE_1483	1.82347e-06	1.12959e-12	2.94359	1.61428e+06
NODE_1484	4.24129e-06	2.63236e-12	6.83361	1.61121e+06
NODE_1485	1.22135e-06	7.56591e-13	1.9716	1.61428e+06
NODE_1486	1.82339e-06	1.13083e-12	2.94011	1.61244e+06
NODE_1488	9.74622e-06	6.05412e-12	15.6899	1.60985e+06
NODE_1489	9.04802e-06	5.60511e-12	14.6057	1.61425e+06
NODE_1490	3.19873e-06	1.99125e-12	5.13844	1.6064e+06
NODE_1492	1.82337e-06	1.12952e-12	2.94342	1.61428e+06
NODE_1493	3.02732e-06	1.87535e-12	4.88692	1.61427e+06
NODE_1497	6.07378e-06	3.78294e-12	9.75187	1.60557e+06
NODE_1499	6.23429e-07	3.86222e-13	1.00632	1.61417e+06
NODE_1500	1.09742e-06	6.80346e-13	1.77019	1.61304e+06
NODE_1504	3.1757e-06	1.97763e-12	5.0996	1.60582e+06
NODE_1505	1.22759e-06	7.63522e-13	1.97372	1.6078e+06
NODE_1506	1.82361e-06	1.12967e-12	2.94381	1.61428e+06
NODE_1507	2.42644e-06	1.50364e-12	3.91558	1.61371e+06
NODE_1508	3.88998e-06	2.41522e-12	6.26526	1.61061e+06
NODE_1509	6.56757e-06	4.08249e-12	10.5654	1.60872e+06
NODE_1511	1.23624e-06	7.68163e-13	1.98955	1.60935e+06
NODE_1512	1.89329e-06	1.1746e-12	3.0517	1.61185e+06
NODE_1513	2.55243e-06	1.59063e-12	4.09579	1.60467e+06
NODE_1514	1.22143e-06	7.56641e-13	1.97173	1.61428e+06
NODE_1516	3.0288e-06	1.87643e-12	4.88888	1.61413e+06
NODE_1518	1.07556e-05	6.67456e-12	17.3321	1.61144e+06
NODE_1520	2.42545e-06	1.5025e-12	3.91535	1.61428e+06
NODE_1522	6.43911e-06	3.99709e-12	10.3731	1.61095e+06
NODE_1524	6.25941e-07	3.88787e-13	1.00776	1.60998e+06
NODE_1525	1.23182e-06	7.6397e-13	1.98618	1.61239e+06
NODE_1528	6.19663e-07	3.83898e-13	1.00022	1.61413e+06
NODE_1529	2.85596e-06	1.77458e-12	4.59628	1.60937e+06
NODE_1530	3.6611e-06	2.27945e-12	5.88023	1.60613e+06
NODE_1531	1.84023e-06	1.14381e-12	2.96067	1.60886e+06
NODE_1532	6.19721e-07	3.84047e-13	1.00002	1.61366e+06
